Network          Next Hop            Metric LocPrf Weight Path

Route Distinguisher: 7303:646


*>i  10.124.23.160/27 181.88.69.150            0    100      0 ?

*>i  10.124.23.192/27 181.96.23.17             0    100      0 ?

*>i  10.124.23.224/27 181.88.79.81             0    100      0 ?

*>i  10.124.24.0/28   181.88.69.150            0    100      0 ?

*>i  10.124.24.8/29   181.89.4.7               0    100      0 ?

*>i  10.124.24.48/29  181.88.79.68             0    100      0 65011 ?

*>i  10.124.24.56/29  181.88.79.68             0    100      0 65011 ?

*>i  10.124.24.64/29  181.96.115.62            0    100      0 ?

*>i  10.124.24.96/29  181.88.79.88             0    100      0 ?

*>i  10.124.24.128/29 181.88.79.67             0    100      0 ?

*>i  10.124.24.144/29 181.88.79.67             0    100      0 ?

*>i  10.124.24.152/29 181.88.79.67             0    100      0 ?

*>i  10.124.24.160/28 181.88.79.88             0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.24.176/28 181.88.79.88             0    100      0 ?

*>i  10.124.24.192/27 181.96.23.17             0    100      0 ?

*>i  10.124.24.240/28 181.96.23.17             0    100      0 ?

*>i  10.124.25.0/26   181.88.69.150            0    100      0 ?

*>i  10.124.25.64/27  181.88.69.150            0    100      0 ?

*>i  10.124.25.88/29  181.88.69.150            0    100      0 ?

*>i  10.124.25.96/27  181.88.69.150            0    100      0 ?

*>i  10.124.25.120/29 181.88.69.150            0    100      0 ?

*>i  10.124.25.160/28 181.88.79.68             0    100      0 ?

*>i  10.124.25.192/28 181.88.79.120            0    100      0 ?

*>i  10.124.25.224/29 181.88.79.120            0    100      0 ?

*>i  10.124.25.232/29 181.88.79.120            0    100      0 ?

*>i  10.124.25.240/29 181.88.79.120            0    100      0 ?

*>i  10.124.25.248/29 181.88.79.120            0    100      0 ?

*>i  10.124.26.0/29   181.88.69.150            0    100      0 ?

*>i  10.124.26.16/28  181.88.69.150            0    100      0 ?

*>i  10.124.26.33/32  181.88.69.150            0    100      0 ?

*>i  10.124.26.34/32  181.88.69.150            0    100      0 ?

*>i  10.124.26.40/29  181.88.69.150            0    100      0 ?

*>i  10.124.26.64/28  181.88.69.150            0    100      0 ?

*>i  10.124.26.80/28  181.88.69.150            0    100      0 ?

*>i  10.124.26.96/28  181.88.69.150            0    100      0 ?

*>i  10.124.26.128/27 181.89.4.7               0    100      0 ?

*>i  10.124.26.200/29 181.96.23.17             0    100      0 ?

*>i  10.124.27.0/29   181.88.79.72             0    100      0 ?

*>i  10.124.27.64/29  181.88.79.66             0    100      0 ?

*>i  10.124.27.72/29  181.88.79.66             0    100      0 ?

*>i  10.124.27.128/27 181.96.23.238            0    100      0 ?

*>i  10.124.27.192/29 181.89.4.35              0    100      0 ?

*>i  10.124.27.224/29 181.88.79.119            0    100      0 ?

*>i  10.124.28.0/28   181.88.79.87             0    100      0 65011 ?

*>i  10.124.28.0/26   200.3.64.96              0    100      0 ?

*>i  10.124.28.45/32  181.88.79.87             0    100      0 65011 ?

*>i  10.124.28.46/32  181.88.79.87             0    100      0 65011 ?

*>i  10.124.28.47/32  181.88.79.87             0    100      0 65011 ?

*>i  10.124.28.48/32  181.88.79.87             0    100      0 65011 ?

*>i  10.124.28.49/32  181.88.79.87             0    100      0 65011 ?

*>i  10.124.28.50/32  181.88.79.87             0    100      0 65011 ?

*>i  10.124.28.64/27  181.89.4.37              0    100      0 ?

*>i  10.124.28.128/26 181.88.79.72             0    100      0 65011 ?

*>i  10.124.28.192/27 181.88.79.81             0    100      0 ?

*>i  10.124.28.225/32 181.89.4.203             0    100      0 65011 ?

*>i  10.124.28.226/32 181.89.4.203             0    100      0 65011 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.29.32/29  181.88.69.149            0    100      0 ?

*>i  10.124.29.40/29  181.88.69.149            0    100      0 ?

*>i  10.124.29.48/29  181.88.69.149            0    100      0 ?

*>i  10.124.29.64/27  181.96.23.17             0    100      0 ?

*>i  10.124.29.96/27  181.88.79.88             0    100      0 ?

*>i  10.124.29.128/28 181.88.79.88             0    100      0 ?

*>i  10.124.29.160/27 181.88.79.88             0    100      0 ?

*>i  10.124.29.192/27 181.88.79.66             0    100      0 65011 ?

*>i  10.124.29.224/29 181.88.79.78             0    100      0 ?

*>i  10.124.29.232/29 181.88.79.78             0    100      0 ?

*>i  10.124.30.32/27  181.88.79.66             0    100      0 ?

*>i  10.124.30.64/27  181.88.79.68             0    100      0 65011 ?

*>i  10.124.30.96/27  181.88.79.66             0    100      0 65011 ?

*>i  10.124.30.128/27 181.89.4.35              0    100      0 ?

*>i  10.124.30.192/27 181.89.4.203             0    100      0 65011 ?

*>i  10.124.31.160/29 181.88.69.150            0    100      0 ?

*>i  10.124.32.0/27   181.88.79.87             0    100      0 ?

*>i  10.124.32.32/27  181.88.79.87             0    100      0 ?

*>i  10.124.32.64/27  200.3.64.96              0    100      0 ?

*>i  10.124.32.96/27  181.96.23.17             0    100      0 ?

*>i  10.124.32.160/27 200.3.64.96              0    100      0 ?

*>i  10.124.32.192/27 181.89.4.41              0    100      0 ?

*>i  10.124.32.224/27 181.96.23.17             0    100      0 ?

*>i  10.124.33.0/27   200.3.64.96              0    100      0 ?

*>i  10.124.33.32/27  181.96.23.17             0    100      0 ?

*>i  10.124.33.64/27  181.96.23.221            0    100      0 ?

*>i  10.124.33.96/27  200.3.64.96              0    100      0 ?

*>i  10.124.33.128/27 200.3.64.96              0    100      0 ?

*>i  10.124.33.160/27 181.88.79.72             0    100      0 ?

*>i  10.124.33.192/26 181.88.79.79             0    100      0 ?

*>i  10.124.40.33/32  181.88.79.87             0    100      0 ?

*>i  10.124.40.34/32  181.88.79.87             0    100      0 ?

*>i  10.124.40.40/30  181.88.79.87             0    100      0 ?

*>i  10.124.40.64/27  200.3.64.96              0    100      0 ?

*>i  10.124.40.96/27  181.96.23.17             0    100      0 ?

*>i  10.124.40.128/27 200.3.64.96              0    100      0 ?

*>i  10.124.40.224/27 181.96.23.17             0    100      0 ?

*>i  10.124.41.0/31   186.153.154.13           0    100      0 ?

*>i  10.124.41.0/29   181.89.4.35              0    100      0 ?

*>i  10.124.41.32/27  181.88.79.66             0    100      0 65011 ?

*>i  10.124.41.64/28  181.96.23.17             0    100      0 ?

*>i  10.124.41.81/32  181.96.23.17             0    100      0 ?

*>i  10.124.41.128/27 200.3.64.96              0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.41.160/27 200.3.64.96              0    100      0 ?

*>i  10.124.41.192/27 181.96.23.17             0    100      0 ?

*>i  10.124.41.224/29 181.89.4.37              0    100      0 ?

*>i  10.124.42.0/27   200.3.64.96              0    100      0 ?

*>i  10.124.42.32/27  200.3.64.96              0    100      0 ?

*>i  10.124.42.64/29  181.88.79.86             0    100      0 ?

*>i  10.124.42.128/27 200.3.64.96              0    100      0 ?

*>i  10.124.42.160/27 181.88.79.68             0    100      0 65011 ?

*>i  10.124.43.16/29  181.96.61.21             0    100      0 ?

*>i  10.124.48.0/27   181.96.23.17             0    100      0 ?

*>i  10.124.48.32/27  181.96.23.17             0    100      0 ?

*>i  10.124.48.64/27  181.89.6.75              0    100      0 ?

*>i  10.124.48.96/27  181.88.79.88             0    100      0 ?

*>i  10.124.48.128/27 181.96.23.81             0    100      0 ?

*>i  10.124.48.160/27 200.3.61.11              0    100      0 ?

*>i  10.124.48.192/29 200.3.61.11              0    100      0 ?

*>i  10.124.48.224/27 181.88.79.88             0    100      0 ?

*>i  10.124.49.16/29  181.88.69.150            0    100      0 ?

*>i  10.124.49.33/32  181.88.79.115            0    100      0 ?

*>i  10.124.49.34/32  181.88.79.115            0    100      0 ?

*>i  10.124.49.65/32  181.88.79.66             0    100      0 65011 ?

*>i  10.124.49.66/32  181.88.79.66             0    100      0 65011 ?

*>i  10.124.49.72/29  181.88.79.66             0    100      0 65011 ?

*>i  10.124.49.128/27 181.88.79.117            0    100      0 ?

*>i  10.124.49.160/27 181.88.79.82             0    100      0 ?

*>i  10.124.49.192/27 181.88.69.151            0    100      0 ?

*>i  10.124.49.224/28 181.96.23.81             0    100      0 ?

*>i  10.124.49.240/29 181.96.23.81             0    100      0 ?

*>i  10.124.50.0/27   181.88.78.65             0    100      0 ?

*>i  10.124.50.192/29 181.88.79.72             0    100      0 ?

*>i  10.124.51.0/27   181.88.69.151            0    100      0 ?

*>i  10.124.51.32/27  181.88.69.151            0    100      0 ?

*>i  10.124.51.64/27  181.88.69.150            0    100      0 ?

*>i  10.124.51.96/27  181.88.69.150            0    100      0 ?

*>i  10.124.51.128/27 181.88.69.150            0    100      0 ?

*>i  10.124.51.160/27 181.89.4.203             0    100      0 65011 ?

*>i  10.124.51.192/27 181.88.69.150            0    100      0 ?

*>i  10.124.51.224/27 181.88.69.150            0    100      0 ?

*>i  10.124.51.232/29 181.88.69.150            0    100      0 ?

*>i  10.124.51.240/29 181.88.69.151            0    100      0 ?

*>i  10.124.52.0/27   181.88.69.151            0    100      0 ?

*>i  10.124.52.32/27  200.3.61.23              0    100      0 ?

*>i  10.124.52.128/25 181.96.23.17             0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

* i                   200.3.61.11              0    100      0 ?

* i  10.124.53.24/29  181.88.69.150            0    100      0 ?

*>i                   181.89.4.7               0    100      0 ?

*>i  10.124.53.32/29  181.88.78.129            0    100      0 ?

*>i  10.124.53.40/29  181.89.4.35              0    100      0 ?

*>i  10.124.53.56/29  181.89.4.35              0    100      0 ?

*>i  10.124.53.160/27 200.3.61.11              0    100      0 ?

*>i  10.124.54.32/28  181.88.79.72             0    100      0 65011 ?

*>i  10.124.54.40/29  181.88.79.72             0    100      0 65011 ?

*>i  10.124.54.48/30  181.88.78.129            0    100      0 ?

*>i  10.124.54.48/29  181.89.4.205             0    100      0 ?

*>i  10.124.54.57/32  181.89.4.205             0    100      0 ?

*>i  10.124.54.59/32  181.89.4.205             0    100      0 ?

*>i  10.124.54.64/27  181.88.69.150            0    100      0 ?

*>i  10.124.54.96/29  181.88.79.82             0    100      0 ?

*>i  10.124.54.104/29 181.88.69.151            0    100      0 ?

*>i  10.124.54.244/30 181.88.79.120            0    100      0 ?

*>i  10.124.54.248/29 181.88.69.150            0    100      0 ?

*>i  10.124.55.0/27   181.88.69.151            0    100      0 ?

*>i  10.124.55.40/29  181.96.23.221            0    100      0 ?

*>i  10.124.55.48/29  181.96.23.221            0    100      0 ?

*>i  10.124.55.56/29  181.88.69.150            0    100      0 ?

*>i  10.124.55.64/27  181.96.23.221            0    100      0 ?

*>i  10.124.55.96/27  181.88.79.82             0    100      0 ?

*>i  10.124.55.128/27 181.88.79.82             0    100      0 ?

*>i  10.124.55.192/29 181.88.79.88             0    100      0 ?

*>i  10.124.55.200/29 181.88.79.88             0    100      0 ?

*>i  10.124.55.221/32 181.88.69.150            0    100      0 ?

*>i  10.124.55.222/32 181.88.69.150            0    100      0 ?

*>i  10.124.55.224/27 181.88.79.82             0    100      0 ?

*>i  10.124.64.0/21   190.225.250.2            0    100      0 ?

*>i  10.124.72.0/27   181.88.79.4              0    100      0 ?

*>i  10.124.72.32/29  181.96.61.21             0    100      0 ?

*>i  10.124.72.192/29 181.88.79.4              0    100      0 ?

*>i  10.124.72.208/29 181.88.79.68             0    100      0 ?

*>i  10.124.72.216/29 181.88.69.248            0    100      0 ?

*>i  10.124.73.0/29   181.88.79.69             0    100      0 ?

*>i  10.124.73.8/29   181.88.79.69             0    100      0 ?

*>i  10.124.80.0/27   181.88.79.69             0    100      0 ?

*>i  10.124.80.32/27  186.153.154.215          0    100      0 ?

*>i  10.124.80.64/27  181.96.61.21             0    100      0 ?

*>i  10.124.80.96/27  181.88.79.72             0    100      0 ?

*>i  10.124.80.128/27 181.96.61.21             0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.80.160/27 181.88.79.4              0    100      0 ?

*>i  10.124.80.192/27 181.88.79.4              0    100      0 ?

*>i  10.124.80.224/27 181.88.79.66             0    100      0 ?

*>i  10.124.82.96/27  181.88.79.69             0    100      0 ?

*>i  10.124.88.32/27  181.88.79.72             0    100      0 ?

*>i  10.124.88.64/28  181.96.23.17             0    100      0 ?

*>i  10.124.128.0/21  200.3.64.96              0    100      0 ?

*>i  10.124.136.0/29  200.3.64.96              0    100      0 ?

*>i  10.124.136.1/32  181.88.79.86             0    100      0 ?

*>i  10.124.136.2/32  181.88.79.86             0    100      0 ?

*>i  10.124.136.3/32  181.88.79.86             0    100      0 ?

* i  10.124.136.8/29  200.3.64.96              0    100      0 ?

*>i                   181.88.79.86             0    100      0 ?

*>i  10.124.136.32/27 200.3.64.96              0    100      0 ?

*>i  10.124.136.64/29 181.89.4.204             0    100      0 ?

*>i  10.124.136.64/28 200.3.64.96              0    100      0 ?

*>i  10.124.136.80/29 181.88.79.67             0    100      0 ?

*>i  10.124.137.48/29 181.89.4.205             0    100      0 ?

*>i  10.124.144.1/32  181.88.79.73             0    100      0 ?

*>i  10.124.144.2/32  181.88.79.73             0    100      0 ?

*>i  10.124.144.3/32  181.88.79.73             0    100      0 ?

*>i  10.124.144.4/32  181.88.79.73             0    100      0 ?

*>i  10.124.144.9/32  181.88.79.73             0    100      0 ?

*>i  10.124.144.10/32 181.88.79.73             0    100      0 ?

*>i  10.124.144.16/28 181.89.4.203             0    100      0 ?

*>i  10.124.144.64/27 181.88.79.119            0    100      0 ?

*>i  10.124.144.96/27 181.96.115.134           0    100      0 ?

*>i  10.124.144.128/25

                       181.88.79.86             0    100      0 ?

*>i  10.124.145.0/27  181.88.79.67             0    100      0 ?

*>i  10.124.145.32/27 181.88.79.82             0    100      0 ?

*>i  10.124.145.64/27 181.88.79.73             0    100      0 ?

*>i  10.124.145.96/27 181.89.4.204             0    100      0 ?

*>i  10.124.145.128/27

                       181.96.23.81             0    100      0 ?

*>i  10.124.145.224/27

                       181.88.79.115            0    100      0 ?

*>i  10.124.146.0/25  181.88.79.67             0    100      0 ?

*>i  10.124.146.128/26

                       181.88.69.150            0    100      0 ?

*>i  10.124.146.192/27

                       181.88.79.81             0    100      0 65011 ?

*>i  10.124.146.224/27

     Network          Next Hop            Metric LocPrf Weight Path

                       181.88.79.73             0    100      0 ?

*>i  10.124.147.0/25  181.88.79.72             0    100      0 ?

*>i  10.124.147.128/27

                       181.88.69.151            0    100      0 ?

*>i  10.124.147.160/27

                       181.88.69.151            0    100      0 ?

*>i  10.124.147.224/27

                       181.89.6.75              0    100      0 ?

*>i  10.124.148.96/29 181.88.79.82             0    100      0 ?

*>i  10.124.148.128/27

                       181.88.79.88             0    100      0 ?

*>i  10.124.148.192/27

                       181.88.79.69             0    100      0 ?

*>i  10.124.148.224/27

                       181.96.23.238            0    100      0 65011 ?

* i  10.124.149.128/27

                       200.3.64.96              0    100      0 ?

*>i                   181.96.23.17             0    100      0 ?

*>i  10.124.149.160/27

                       181.96.23.81             0    100      0 ?

*>i  10.124.149.192/27

                       181.88.69.151            0    100      0 ?

*>i  10.124.149.224/27

                       181.88.69.151            0    100      0 ?

*>i  10.124.150.0/27  181.96.115.208           0    100      0 ?

*>i  10.124.150.32/27 181.88.79.82             0    100      0 ?

* i  10.124.150.96/27 200.3.64.96              0    100      0 ?

*>i                   181.88.79.66             0    100      0 ?

*>i  10.124.150.128/26

                       181.88.79.116            0    100      0 ?

*>i  10.124.151.0/28  181.88.69.150            0    100      0 ?

*>i  10.124.151.32/29 181.88.69.149            0    100      0 ?

*>i  10.124.151.40/29 181.88.69.149            0    100      0 ?

*>i  10.124.151.64/27 181.88.79.82             0    100      0 ?

*>i  10.124.152.0/28  181.88.79.119            0    100      0 ?

*>i  10.124.152.64/28 181.88.79.82             0    100      0 ?

*>i  10.124.152.96/28 181.88.79.82             0    100      0 ?

*>i  10.124.152.128/29

                       181.88.79.73             0    100      0 ?

*>i  10.124.152.136/29

                       181.88.79.73             0    100      0 ?

*>i  10.124.152.144/29

                       181.88.79.73             0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.152.192/28

                       181.88.69.150            0    100      0 ?

*>i  10.124.152.208/28

                       181.88.69.150            0    100      0 ?

*>i  10.124.153.8/29  181.88.79.81             0    100      0 65011 ?

*>i  10.124.153.16/29 181.88.79.81             0    100      0 65011 ?

*>i  10.124.153.24/29 181.88.79.81             0    100      0 65011 ?

*>i  10.124.153.32/28 181.88.79.81             0    100      0 65011 ?

*>i  10.124.153.48/28 181.88.79.81             0    100      0 65011 ?

*>i  10.124.153.64/29 181.88.79.81             0    100      0 65011 ?

*>i  10.124.153.72/29 181.88.79.81             0    100      0 65011 ?

*>i  10.124.153.80/28 181.88.79.81             0    100      0 65011 ?

*>i  10.124.153.96/27 181.88.79.78             0    100      0 ?

*>i  10.124.153.128/28

                       181.88.69.151            0    100      0 ?

*>i  10.124.153.128/26

                       181.88.69.151            0    100      0 ?

*>i  10.124.153.160/29

                       181.88.69.151            0    100      0 ?

*>i  10.124.153.192/27

                       181.88.79.88             0    100      0 ?

*>i  10.124.154.0/28  181.88.69.151            0    100      0 ?

*>i  10.124.154.24/29 181.88.69.151            0    100      0 ?

*>i  10.124.154.40/29 181.88.69.151            0    100      0 ?

*>i  10.124.154.56/29 181.88.69.151            0    100      0 ?

*>i  10.124.154.112/28

                       181.88.69.151            0    100      0 ?

*>i  10.124.154.128/26

                       181.88.69.150            0    100      0 ?

*>i  10.124.154.192/27

                       181.88.69.150            0    100      0 ?

*>i  10.124.154.224/27

                       181.88.69.150            0    100      0 ?

*>i  10.124.155.64/28 181.96.23.81             0    100      0 ?

*>i  10.124.155.96/29 181.88.79.72             0    100      0 ?

*>i  10.124.155.128/29

                       181.96.23.81             0    100      0 ?

*>i  10.124.155.160/29

                       181.88.79.73             0    100      0 ?

*>i  10.124.155.168/29

                       181.88.79.73             0    100      0 ?

*>i  10.124.155.176/29

                       181.88.79.73             0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.155.184/29

                       181.88.79.73             0    100      0 ?

*>i  10.124.155.192/27

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.225/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.226/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.227/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.228/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.230/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.231/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.232/29

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.233/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.234/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.241/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.242/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.243/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.155.249/32

                       181.88.79.69             0    100      0 ?

*>i  10.124.156.0/26  181.88.79.67             0    100      0 ?

*>i  10.124.156.128/28

                       181.88.69.151            0    100      0 ?

*>i  10.124.156.144/29

                       181.88.69.151            0    100      0 ?

*>i  10.124.156.160/28

                       181.88.69.151            0    100      0 ?

*>i  10.124.156.192/28

                       181.88.79.69             0    100      0 65011 ?

*>i  10.124.156.208/29

                       181.88.79.69             0    100      0 65011 ?

*>i  10.124.156.216/29

                       181.88.79.69             0    100      0 65011 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.156.224/27

                       181.88.79.69             0    100      0 65011 ?

*>i  10.124.157.0/27  181.96.115.244           0    100      0 ?

*>i  10.124.157.64/27 181.88.79.87             0    100      0 ?

*>i  10.124.157.96/29 181.96.61.8              0    100      0 ?

*>i  10.124.157.160/27

                       181.89.4.41              0    100      0 ?

*>i  10.124.157.192/29

                       181.96.23.81             0    100      0 ?

*>i  10.124.157.224/27

                       181.89.4.41              0    100      0 ?

*>i  10.124.158.0/27  181.89.4.41              0    100      0 ?

*>i  10.124.158.32/27 181.89.4.41              0    100      0 ?

*>i  10.124.158.64/27 181.89.4.41              0    100      0 ?

*>i  10.124.158.96/27 181.89.4.41              0    100      0 ?

*>i  10.124.158.192/29

                       181.89.4.204             0    100      0 ?

*>i  10.124.158.224/29

                       186.153.154.15           0    100      0 ?

*>i  10.124.158.232/29

                       186.153.154.15           0    100      0 ?

*>i  10.124.158.240/29

                       186.153.154.15           0    100      0 ?

*>i  10.124.159.0/27  181.88.79.115            0    100      0 ?

*>i  10.124.160.0/27  181.88.79.115            0    100      0 65011 ?

*>i  10.124.160.32/27 181.88.79.69             0    100      0 65011 ?

*>i  10.124.160.128/27

                       181.88.79.82             0    100      0 ?

*>i  10.124.160.224/27

                       181.88.79.78             0    100      0 ?

*>i  10.124.161.0/27  181.88.79.82             0    100      0 ?

*>i  10.124.161.32/27 181.96.23.81             0    100      0 ?

*>i  10.124.161.64/27 181.96.115.244           0    100      0 ?

*>i  10.124.161.96/27 181.88.79.87             0    100      0 ?

*>i  10.124.161.128/27

                       181.88.69.157            0    100      0 ?

*>i  10.124.161.160/27

                       181.88.79.69             0    100      0 ?

*>i  10.124.161.192/27

                       181.96.23.81             0    100      0 ?

*>i  10.124.162.0/27  181.96.23.17             0    100      0 ?

*>i  10.124.162.32/27 181.88.79.78             0    100      0 ?

*>i  10.124.162.64/27 181.88.79.78             0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.180.0/29  181.88.69.151            0    100      0 ?

*>i  10.124.180.8/29  181.88.69.151            0    100      0 ?

*>i  10.124.180.16/29 181.88.69.151            0    100      0 ?

*>i  10.124.180.24/29 181.88.69.151            0    100      0 ?

*>i  10.124.180.32/27 200.3.61.12              0    100      0 ?

*>i  10.124.180.64/29 181.88.79.82             0    100      0 ?

*>i  10.124.180.96/29 181.89.4.7               0    100      0 ?

*>i  10.124.180.112/28

                       181.88.69.150            0    100      0 ?

*>i  10.124.180.168/29

                       181.88.69.150            0    100      0 ?

*>i  10.124.180.224/29

                       181.88.79.82             0    100      0 ?

*>i  10.124.180.232/29

                       181.88.79.82             0    100      0 ?

*>i  10.124.180.248/29

                       181.88.69.150            0    100      0 ?

*>i  10.124.181.0/26  181.88.69.150            0    100      0 ?

*>i  10.124.181.96/27 181.88.69.150            0    100      0 ?

*>i  10.124.181.128/25

                       181.88.69.150            0    100      0 ?

*>i  10.124.181.232/29

                       181.88.79.82             0    100      0 ?

*>i  10.124.182.0/29  181.88.79.72             0    100      0 ?

*>i  10.124.182.8/29  181.88.79.72             0    100      0 ?

*>i  10.124.182.16/29 181.88.79.82             0    100      0 ?

*>i  10.124.182.24/29 181.88.79.82             0    100      0 ?

*>i  10.124.182.32/29 181.88.79.82             0    100      0 ?

*>i  10.124.182.40/29 181.88.79.82             0    100      0 ?

*>i  10.124.182.96/27 181.88.79.82             0    100      0 ?

*>i  10.124.182.128/27

                       181.88.79.82             0    100      0 ?

*>i  10.124.182.192/29

                       181.88.69.150            0    100      0 ?

*>i  10.124.182.200/29

                       181.88.79.78             0    100      0 ?

*>i  10.124.182.208/29

                       181.88.69.151            0    100      0 ?

*>i  10.124.182.224/30

                       181.88.69.136            0    100      0 ?

*>i  10.124.182.225/32

                       181.88.79.4              0    100      0 ?

*>i  10.124.182.226/32

     Network          Next Hop            Metric LocPrf Weight Path

                       181.88.79.4              0    100      0 ?

*>i  10.124.182.240/29

                       181.88.69.150            0    100      0 ?

*>i  10.124.200.32/29 181.96.61.8              0    100      0 ?

* i  10.124.200.64/26 190.225.250.151          0    100      0 ?

*>i                   181.88.69.136            0    100      0 ?

* i  10.124.200.192/29

                       190.225.250.151          0    100      0 ?

*>i                   181.88.69.136            0    100      0 ?

*>i  10.124.208.0/27  181.96.61.6              0    100      0 ?

* i  10.124.208.32/27 190.225.250.151          0    100      0 ?

*>i                   181.88.69.136            0    100      0 ?

*>i  10.124.208.64/27 181.89.4.205             0    100      0 ?

*>i  10.124.208.128/27

                       181.88.79.120            0    100      0 ?

*>i  10.124.208.160/27

                       181.88.79.69             0    100      0 ?

*>i  10.124.208.192/27

                       200.3.64.96              0    100      0 ?

*>i  10.124.208.200/29

                       181.88.79.69             0    100      0 ?

*>i  10.124.208.224/27

                       181.96.61.8              0    100      0 ?

*>i  10.124.209.32/27 186.153.154.35           0    100      0 ?

*>i  10.124.209.64/27 181.88.69.129            0    100      0 ?

*>i  10.124.209.96/27 181.88.79.4              0    100      0 ?

*>i  10.124.209.192/27

                       181.96.61.21             0    100      0 ?

*>i  10.124.209.224/27

                       181.89.4.205             0    100      0 ?

*>i  10.124.210.0/27  181.96.23.155            0    100      0 ?

*>i  10.124.210.32/27 181.96.61.21             0    100      0 ?

*>i  10.124.210.128/27

                       181.96.61.21             0    100      0 ?

*>i  10.124.210.160/27

                       181.96.61.7              0    100      0 65011 ?

*>i  10.124.210.192/27

                       181.88.79.4              0    100      0 ?

*>i  10.124.210.224/27

                       186.153.154.31           0    100      0 ?

*>i  10.124.211.0/27  181.88.79.67             0    100      0 ?

*>i  10.124.211.32/27 181.88.79.4              0    100      0 ?

*>i  10.124.211.64/27 181.96.23.155            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.124.211.96/27 181.89.4.205             0    100      0 ?

*>i  10.124.211.128/27

                       181.88.79.115            0    100      0 65011 ?

*>i  10.124.211.192/27

                       181.89.4.203             0    100      0 65011 ?

*>i  10.124.211.224/27

                       181.89.4.205             0    100      0 ?

*>i  10.124.212.0/27  181.96.61.7              0    100      0 ?

*>i  10.124.212.32/27 181.89.4.205             0    100      0 ?

*>i  10.124.212.64/27 181.88.79.4              0    100      0 65011 ?

*>i  10.124.212.96/27 190.225.250.2            0    100      0 ?

*>i  10.124.212.160/27

                       181.89.4.205             0    100      0 ?

*>i  10.124.212.192/27

                       181.88.69.136            0    100      0 ?

*>i  10.124.212.224/27

                       181.88.79.4              0    100      0 65011 ?

*>i  10.124.213.0/28  186.153.154.40           0    100      0 ?

*>i  10.124.213.160/27

                       181.89.4.41              0    100      0 ?

*>i  10.124.215.0/24  181.88.79.120            0    100      0 ?

*>i  10.124.216.0/27  181.96.61.6              0    100      0 ?

*>i  10.124.216.32/28 181.88.79.120            0    100      0 ?

*>i  10.124.216.48/28 181.88.79.120            0    100      0 ?

*>i  10.124.216.64/29 181.89.4.205             0    100      0 ?

*>i  10.124.216.96/28 181.89.4.205             0    100      0 ?

*>i  10.124.216.128/28

                       181.96.61.8              0    100      0 ?

*>i  10.124.216.160/27

                       181.88.79.4              0    100      0 ?

*>i  10.124.216.168/29

                       181.96.61.7              0    100      0 ?

*>i  10.124.216.192/26

                       181.96.61.21             0    100      0 ?

*>i  10.124.217.0/29  181.89.4.205             0    100      0 ?

